보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21
,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,,,,,,,
,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,,,,,,,
,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,,,,,,,
,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,,,,,,,
,,,"이륜자동차 운전중 교통사고처리지원금Ⅲ(실손, 동승자제외)(중상해보장확대)","피보험자가 보험기간중 이륜자동차 운전중 발생한 사고로 피해자를 사망, 중상해 또는 중대법규위반으로 인한 피해자 부상(42일이상 진단)에 이르게 한 경우, 매 사고마다 실제 발생한 피해자 각각에 대한 형사합의금에 대하여 보상한도액(단, 약관에서 정한 기준에 따름)을 한도로 실제 비용을 보상",보험가입금액(2억원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"이륜자동차 운전중 교통사고처리지원금Ⅲ(실손, 동승자제외)(중상해보장확대)","피보험자가 보험기간중 이륜자동차 운전중 발생한 사고로 피해자를 사망, 중상해 또는 중대법규위반으로 인한 피해자 부상(42일이상 진단)에 이르게 한 경우, 매 사고마다 실제 발생한 피해자 각각에 대한 형사합의금에 대하여 보상한도액(단, 약관에서 정한 기준에 따름)을 한도로 실제 비용을 보상",보험가입금액(2억원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3천만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3천만원),,,,,,,,,,,,,,,,
,,,"PM운전중 교통사고처리지원금(실손, 동승자제외)","피보험자가 보험기간중 PM 운전중 발생한 사고로 피해자를 사망, 중상해 또는 중대법규위반으로 인한 피해자 부상(42일이상 진단)에 이르게 한 경우, 매 사고마다 실제 발생한 피해자 각각에 대한 형사합의금에 대하여 보상한도액(단, 약관에서 정한 기준에 따름)을 한도로 실제 비용을 보상",보험가입금액(3천만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"PM운전중 교통사고처리지원금(실손, 동승자제외)","피보험자가 보험기간중 PM 운전중 발생한 사고로 피해자를 사망, 중상해 또는 중대법규위반으로 인한 피해자 부상(42일이상 진단)에 이르게 한 경우, 매 사고마다 실제 발생한 피해자 각각에 대한 형사합의금에 대하여 보상한도액(단, 약관에서 정한 기준에 따름)을 한도로 실제 비용을 보상",보험가입금액(3천만원),,,,,,,,,,,,,,,,
,,,"이륜자동차 운전중 교통사고처리지원금Ⅲ(실손, 동승자제외)(중상해보장확대)",피보험자가 보험기간 중에 이륜자동차를 운전하던 중 사고로 피해자에게 약관 상의 상해를 입혀 피보험자가 형사합의금을 지급한 경우,보험가입금액(2억원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"이륜자동차 운전중 교통사고처리지원금Ⅲ(실손, 동승자제외)(중상해보장확대)",피보험자가 보험기간 중에 이륜자동차를 운전하던 중 사고로 피해자에게 약관 상의 상해를 입혀 피보험자가 형사합의금을 지급한 경우,보험가입금액(2억원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물,실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(500만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우","보험가입금액(3,000만원)",,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우","보험가입금액(3,000만원)",,,,,,,,,,,,,,,,
,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,심급별 자동차사고변호사선임비용Ⅲ(특정사고경찰조사포함)(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 대인사고로 약관상의 보장항목에 해당하는 사유로 변호사선임비용을 부담한 경우",보험가입금액(1500만원),,,,,,,,,,,,,,,,
,,,자가용운전자 교통사고처리지원금Ⅱ(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 사고로 피해자에게 약관 상의 상해를 입혀 피보험자가 형사합의금을 지급한 경우",보험가입금액(2억원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자가용운전자 교통사고처리지원금Ⅱ(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 사고로 피해자에게 약관 상의 상해를 입혀 피보험자가 형사합의금을 지급한 경우",보험가입금액(2억원),,,,,,,,,,,,,,,,
,,,"자동차사고벌금(대물, 실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(5백만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,"자동차사고벌금(대물, 실손)",피보험자가 보험기간중에 자동차 운전중 대물사고로 도로교통법 151조에 의하여 벌금 확정판결을 받은 경우,보험가입금액(5백만원),,,,,,,,,,,,,,,,
,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,장기보장성 비교 공시 (2).xls,,,,자동차사고벌금(비탑승중포함Ⅲ)(실손),"피보험자가 보험기간 중에 ①자동차 운전중, ②운전 후 비탑승 상태(운전 중 상태에서 벗어난 직후), ③피보험자가 소유, 사용, 관리하는 자동차를 주정차 후(위 ②의 사고 제외) 발생한 대인사고로 벌금 확정판결을 받은 경우",보험가입금액(3000만원),,,,,,,,,,,,,,,,
,,,골프활동중배상책임(실손),"보험기간중 피보험자가 골프시설구내에서 골프의 연습,경기 또는 지도중에 타인의 신체 및 재물에 대한 법률상 배상책임을 부담함으로써 입은 손해를 가입금액한도로 보상(본인부담금 2만원)",2000만원,,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,골프활동중배상책임(실손),"보험기간중 피보험자가 골프시설구내에서 골프의 연습,경기 또는 지도중에 타인의 신체 및 재물에 대한 법률상 배상책임을 부담함으로써 입은 손해를 가입금액한도로 보상(본인부담금 2만원)",2000만원,,,,,,,,,,,,,,,,
,,,"알바트로스비용(깔때기홀제외)(정규홀,실손)","피보험자가 보험기간 중에 골프장에서 골프경기 중 알바트로스을 행한 경우 1회에 한하여 알바트로스를 행한 날로부터 1개월(단, 축하라운드의 경우 3개월) 이내 소요된 금액(약관에서 정한 항목 내)을 보험 가입금액을 한도로 지급(18홀 이상을 보유한 국내 소재의 회원제골프장 및 정규대중골프장에 한함)",100만원,,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,"알바트로스비용(깔때기홀제외)(정규홀,실손)","피보험자가 보험기간 중에 골프장에서 골프경기 중 알바트로스을 행한 경우 1회에 한하여 알바트로스를 행한 날로부터 1개월(단, 축하라운드의 경우 3개월) 이내 소요된 금액(약관에서 정한 항목 내)을 보험 가입금액을 한도로 지급(18홀 이상을 보유한 국내 소재의 회원제골프장 및 정규대중골프장에 한함)",100만원,,,,,,,,,,,,,,,,
,,,"홀인원비용(깔때기홀제외)(정규홀,실손)(연간1회한)","피보험자가 보험기간 중에 골프장에서 골프경기 중 홀인원을 행한 경우 연간 1회에 한하여 홀인원을 행한 날부터 1개월(단, 축하라운드의 경우 3개월) 이내에 소요된 금액(약관에서 정한 항목 내)을 보험가입금액을 한도로 지급(18홀 이상을 보유한 국내 소재의 회원제골프장 및 정규대중골프장에 한함)",,,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,"홀인원비용(깔때기홀제외)(정규홀,실손)(연간1회한)","피보험자가 보험기간 중에 골프장에서 골프경기 중 홀인원을 행한 경우 연간 1회에 한하여 홀인원을 행한 날부터 1개월(단, 축하라운드의 경우 3개월) 이내에 소요된 금액(약관에서 정한 항목 내)을 보험가입금액을 한도로 지급(18홀 이상을 보유한 국내 소재의 회원제골프장 및 정규대중골프장에 한함)",,,,,,,,,,,,,,,,,
,,,주택(화재)건물재조달차액지원(실손),특약보험기간 중 보험목적인 건물이 화재(폭발포함)로 입은 손해 중 재조달차액(보험가액과 재조달가액에 따라 계산한 손해액의 차액)을 보상,보험가입금액(1억)한도 내 실손보상,,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,주택(화재)건물재조달차액지원(실손),특약보험기간 중 보험목적인 건물이 화재(폭발포함)로 입은 손해 중 재조달차액(보험가액과 재조달가액에 따라 계산한 손해액의 차액)을 보상,보험가입금액(1억)한도 내 실손보상,,,,,,,,,,,,,,,,
,,,"주택임시거주비Ⅱ(화재,붕괴,침강,사태)(1일이상)(실손)","특약보험기간 중 보험목적에 화재,붕괴,침강 및 사태가 발생하여 보험목적 내에 거주할 수 없게 된 경우 원상복구를 위한 기간 중 발생한 임시거주비를 보상",1일당 보험가입금액(10만)한도 내 실손보상(사고일로부터 90일한도),,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,"주택임시거주비Ⅱ(화재,붕괴,침강,사태)(1일이상)(실손)","특약보험기간 중 보험목적에 화재,붕괴,침강 및 사태가 발생하여 보험목적 내에 거주할 수 없게 된 경우 원상복구를 위한 기간 중 발생한 임시거주비를 보상",1일당 보험가입금액(10만)한도 내 실손보상(사고일로부터 90일한도),,,,,,,,,,,,,,,,
,,,화재(폭발포함)배상책임(실손),특약보험기간 중 목적물에서 발생한 화재 또는 폭발사고로 인하여 상해를 입히거나  타인의 재물을 망그러뜨려 법률상 배상책임을 부담함으로써 입은 손해,"보험가입금액(대인 1억, 대물 1억) 한도내 실손보상",,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,화재(폭발포함)배상책임(실손),특약보험기간 중 목적물에서 발생한 화재 또는 폭발사고로 인하여 상해를 입히거나  타인의 재물을 망그러뜨려 법률상 배상책임을 부담함으로써 입은 손해,"보험가입금액(대인 1억, 대물 1억) 한도내 실손보상",,,,,,,,,,,,,,,,
,,,화재손해(실손),"① 화재, 폭발 및 파열에 따른 손해② 화재, 폭발 및 파열에 따른 소방손해③ 화재, 폭발 및 파열에 따른 피난손해(피난지에서 5일동안 생긴 위 ①, ②의 손해)④ 잔존물 제거비용",보험가입금액(1억)한도 내 실손보상,,,,,,,,,,장기보장성 비교 공시 (7).xls,,,,화재손해(실손),"① 화재, 폭발 및 파열에 따른 손해② 화재, 폭발 및 파열에 따른 소방손해③ 화재, 폭발 및 파열에 따른 피난손해(피난지에서 5일동안 생긴 위 ①, ②의 손해)④ 잔존물 제거비용",보험가입금액(1억)한도 내 실손보상,,,,,,,,,,,,,,,,
,,,"대인형사합의실손비Ⅲ(운전자용,비탑승중포함)",자동차 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인에게 다음 중 어느 하나에 해당하는 손해를 입힌 경우 형사합의금으로 지급한 금액 실손보상 / 사망하게 하거나 일반교통사고로 중상해를 입혀 관련법령에 따라 공소제기되거나 자배법에서 정한 부상등급 1-3급 부상을 입힌 경우 1인당 보험가입금액 한도 / 중대법규위반사고로 피해자가 42일이상 치료를 요한다는 진단을 받은 경우(운전 중 사고를 원인으로 한 경우에 한함) 진단주수별 약관에 정한 금액 한도 / 일반교통사고로 자배법에서 정한 부상등급 1-3급 외에 해당하는 부상을 입히고 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해이며 경찰조사 후 불송치되거나 검찰에 의해 불기소된 경우 1인당 약관에 정한 금액 한도※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 사망한 경우 또는 중상해로 공소제기된 경우에 한하여 보상,"1인당 지급, 실손 보상사망 : 2억원 한도42일~69일진단 :3천만원한도70일~139일진단 :1억원한도140일이상진단 :1억5천만원한도중상해 : 2억원 한도",,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"대인형사합의실손비Ⅲ(운전자용,비탑승중포함)",자동차 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인에게 다음 중 어느 하나에 해당하는 손해를 입힌 경우 형사합의금으로 지급한 금액 실손보상 / 사망하게 하거나 일반교통사고로 중상해를 입혀 관련법령에 따라 공소제기되거나 자배법에서 정한 부상등급 1-3급 부상을 입힌 경우 1인당 보험가입금액 한도 / 중대법규위반사고로 피해자가 42일이상 치료를 요한다는 진단을 받은 경우(운전 중 사고를 원인으로 한 경우에 한함) 진단주수별 약관에 정한 금액 한도 / 일반교통사고로 자배법에서 정한 부상등급 1-3급 외에 해당하는 부상을 입히고 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해이며 경찰조사 후 불송치되거나 검찰에 의해 불기소된 경우 1인당 약관에 정한 금액 한도※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 사망한 경우 또는 중상해로 공소제기된 경우에 한하여 보상,"1인당 지급, 실손 보상사망 : 2억원 한도42일~69일진단 :3천만원한도70일~139일진단 :1억원한도140일이상진단 :1억5천만원한도중상해 : 2억원 한도",,,,,,,,,,,,,,,,
